            6. Чисельність наявного населення в розрізі регіонів                                            ,,,,,,,
"                              районів, міст, селищ міського типу1",,,,,,,
,,,,,,,
,,,        (на 1 січня; осіб),,,,
,2013,2014,2015,,,,
,,,,,,,
  Лисичанськ (міськрада),"119,810","118,762","117,438",,,,
    Міське населення,"119,810","118,762","117,438",,,,
        м. Лисичанськ,"104,314","103,459","102,397",,,,
        м. Новодружеськ,"7,749","7,660","7,534",,,,
        м. Привілля,"7,747","7,643","7,507",,,,
  Первомайськ (міськрада),"38,435","38,235","37,902",,,,
    Міське населення,"38,435","38,235","37,902",,,,
        м. Первомайськ,"38,435","38,235","37,902",,,,
  Ровеньки (міськрада),"83,949","83,337","82,816",,,,
    Міське населення,"80,837","80,267","79,770",,,,
        м. Ровеньки,"47,852","47,370","46,976",,,,
        смт Великокам'янка,"1,148","1,149","1,144",,,,
        смт Гірник,795,785,779,,,,
        смт Дзержинський,"8,691","8,683","8,675",,,,
        смт Кленовий,"2,103","2,096","2,084",,,,
        смт Михайлівка,"2,827","2,801","2,799",,,,
        смт Нагольно-Тарасівка,"2,105","2,086","2,083",,,,
        смт Новодар'ївка,"4,444","4,425","4,398",,,,
        смт Пролетарський,"1,568","1,569","1,565",,,,
        смт Тацине,269,270,265,,,,
        смт Ясенівський,"9,035","9,033","9,002",,,,
    Сільське населення,"3,112","3,070","3,046",,,,
  м. Рубіжне,"60,374","59,951","59,592",,,,
  Свердловськ (міськрада),"98,298","97,680","97,140",,,,
    Міське населення,"96,547","95,959","95,434",,,,
        м. Свердловськ,"65,276","64,895","64,503",,,,
        м. Червонопартизанськ,"15,659","15,582","15,513",,,,
        смт Володарськ,"2,778","2,757","2,768",,,,
        смт Калінінський,"1,710","1,683","1,677",,,,
        смт Комсомольський,"3,089","3,084","3,058",,,,
        смт Ленінське,"3,374","3,346","3,332",,,,
        смт Павлівка,"1,050","1,035","1,028",,,,
        смт Шахтарське,"3,611","3,577","3,555",,,,
    Сільське населення,"1,751","1,721","1,706",,,,
  Сєвєродонецьк (міськрада),"119,866","119,308","118,495",,,,
    Міське населення,"118,611","118,055","117,247",,,,
        м. Сєвєродонецьк,"109,466","108,899","108,137",,,,
        смт Борівське,"5,932","5,897","5,871",,,,
        смт Воронове,853,867,870,,,,
        смт Метьолкіне,741,755,760,,,,
        смт Сиротине,"1,619","1,637","1,609",,,,
    Сільське населення,"1,255","1,253","1,248",,,,
  Стаханов (міськрада),"91,962","91,353","90,532",,,,
    Міське населення,"91,962","91,353","90,532",,,,
        м. Стаханов,"77,593","77,168","76,492",,,,
        м. Алмазна,"4,325","4,299","4,276",,,,
        м. Ірміно,"10,044","9,886","9,764",,,,
  Антрацитівський район,"31,044","30,672","30,492",,,,
    Міське населення,"16,947","16,761","16,701",,,,
        смт Єсаулівка,"1,462","1,445","1,448",,,,
        смт Іванівка,"7,274","7,219","7,195",,,,
        смт Красний Кут,"2,474","2,453","2,439",,,,
        смт Маломиколаївка,"1,719","1,702","1,684",,,,
        смт Нижній Нагольчик,"1,650","1,633","1,637",,,,
        смт Фащівка,"2,368","2,309","2,298",,,,
    Сільське населення,"14,097","13,911","13,791",,,,
  Біловодський район,"24,290","24,221","24,160",,,,
    Міське населення,"8,167","8,179","8,192",,,,
        смт Біловодськ,"8,167","8,179","8,192",,,,
    Сільське населення,"16,123","16,042","15,968",,,,
  Білокуракинський район,"19,637","19,512","19,386",,,,
    Міське населення,"7,707","7,622","7,572",,,,
        смт Білокуракине,"6,737","6,669","6,639",,,,
        смт Лозно-Олександрівка,970,953,933,,,,
    Сільське населення,"11,930","11,890","11,814",,,,
  Краснодонський район,"29,691","29,432","29,318",,,,
    Міське населення,"10,003","9,944","9,925",,,,
        смт Великий Лог,629,609,605,,,,
        смт Мирне,385,382,372,,,,
        смт Новоолександрівка,"1,582","1,572","1,566",,,,
        смт Новосвітлівка,"3,711","3,717","3,737",,,,
        смт Сімейкине,"2,278","2,257","2,243",,,,
        смт Талове,"1,418","1,407","1,402",,,,
    Сільське населення,"19,688","19,488","19,393",,,,
  Кремінський район,"41,809","41,264","40,868",,,,
    Міське населення,"24,753","24,492","24,248",,,,
        м. Кремінна,"20,324","20,137","19,958",,,,
        смт Красноріченське,"4,429","4,355","4,290",,,,
    Сільське населення,"17,056","16,772","16,620",,,,
  Лутугинський район,"67,563","67,001","66,614",,,,
    Міське населення,"49,733","49,319","49,048",,,,
        м. Лутугине,"17,989","17,905","17,822",,,,
        смт Біле,"6,512","6,427","6,407",,,,
        смт Білоріченський,"3,334","3,289","3,248",,,,
        смт Врубівський,"1,311","1,287","1,274",,,,
        смт Георгіївка,"6,493","6,432","6,433",,,,
        смт Леніна,"1,070","1,054","1,048",,,,
        смт Успенка,"8,895","8,829","8,744",,,,
        смт Челюскінець,"1,141","1,122","1,113",,,,
        смт Юр'ївка,"2,988","2,974","2,959",,,,
    Сільське населення,"17,830","17,682","17,566",,,,
  Марківський район,"15,747","15,504","15,347",,,,
    Міське населення,"6,247","6,139","6,089",,,,
        смт Марківка,"6,247","6,139","6,089",,,,
    Сільське населення,"9,500","9,365","9,258",,,,
  Міловський район,"15,570","15,471","15,415",,,,
    Міське населення,"5,944","5,929","5,911",,,,
        смт Мілове,"5,944","5,929","5,911",,,,
    Сільське населення,"9,626","9,542","9,504",,,,
  Новоайдарський район,"42,826","42,433","42,484",,,,
    Міське населення,"21,328","21,127","20,985",,,,
        м. Щастя,"12,773","12,629","12,506",,,,
        смт Новоайдар,"8,555","8,498","8,479",,,,
    Сільське населення,"21,498","21,306","21,499",,,,
  Новопсковський район,"35,054","34,839","34,709",,,,
    Міське населення,"13,899","13,874","13,826",,,,
        смт Новопсков,"9,882","9,891","9,868",,,,
        смт Білолуцьк,"4,017","3,983","3,958",,,,
    Сільське населення,"21,155","20,965","20,883",,,,
,,,,,,,
  Перевальський район,"65,599","64,915","64,411",,,,
    Міське населення,"61,352","60,792","60,377",,,,
        м. Перевальськ,"25,941","25,744","25,585",,,,
        м. Артемівськ,"7,506","7,465","7,420",,,,
        м. Зоринськ,"7,331","7,291","7,231",,,,
        смт Байрачки,842,820,809,,,,
        смт Бугаївка,"3,107","3,079","3,051",,,,
        смт Городище,"2,499","2,455","2,434",,,,
        смт Комісарівка,"1,735","1,687","1,663",,,,
        смт Михайлівка,"2,443","2,422","2,409",,,,
        смт Селезнівка,"2,530","2,474","2,469",,,,
        смт Фащівка,"4,746","4,709","4,689",,,,
        смт Центральний,832,828,818,,,,
        смт Ящикове,"1,840","1,818","1,799",,,,
    Сільське населення,"4,247","4,123","4,034",,,,
  Попаснянський район,"78,393","77,381","79,036",,,,
     Міське населення,"68,790","67,967","69,750",,,,
        м. Гірське,"10,131","10,041","9,970",,,,
        м. Золоте,"14,572","14,376","14,261",,,,
        м. Попасна,"21,917","21,765","21,595",,,,
        смт Білогорівка,945,925,920,,,,
        смт Вовчоярівка,878,847,840,,,,
        смт Врубівка,"1,004",993,988,,,,
        смт Калинове,"3,096","3,066","3,048",,,,
        смт Комишуваха,"2,235","2,198","2,181",,,,
        смт Малорязанцеве,806,793,776,,,,
        смт Мирна Долина,341,328,321,,,,
        смт Нижнє,"2,541","2,502","2,482",,,,
        смт Новотошківське,"2,349","2,347","2,337",,,,
        смт Тошківка,"4,366","4,298","4,245",,,,
        смт Чорнухине,"5,958","5,835","5,786",,,,
    Сільське населення,"9,603","9,414","9,286",,,,
  Сватівський район,"37,226","36,709","36,311",,,,
    Міське населення,"20,457","20,276","20,098",,,,
        м. Сватове,"18,241","18,093","17,945",,,,
        смт Нижня Дуванка,"2,216","2,183","2,153",,,,
    Сільське населення,"16,769","16,433","16,213",,,,
  Свердловський район,"12,039","11,855","11,776",,,,
    Міське населення,"4,027","3,999","3,988",,,,
        смт Бірюкове,"4,027","3,999","3,988",,,,
    Сільське населення,"8,012","7,856","7,788",,,,
  Слов'яносербський район,"50,362","49,937","49,359",,,,
    Міське населення,"35,801","35,499","35,363",,,,
        м. Зимогір'я,"9,949","9,881","9,833",,,,
        смт Слов'яносербськ,"8,086","8,005","7,976",,,,
        смт Лозівський,"5,023","4,957","4,938",,,,
        смт Лотикове,"3,236","3,190","3,165",,,,
        смт Родакове,"6,252","6,233","6,227",,,,
        смт Фрунзе,"3,255","3,233","3,224",,,,
    Сільське населення,"14,561","14,438","13,996",,,,
  Станично-Луганський район,"49,797","49,791","49,555",,,,
    Міське населення,"18,733","18,768","18,697",,,,
        смт Станиця Луганська,"13,734","13,774","13,723",,,,
        смт Петрівка,"4,999","4,994","4,974",,,,
    Сільське населення,"31,064","31,023","30,858",,,,
  Старобільський район,"47,051","46,252","45,695",,,,
    Міське населення,"18,297","17,980","17,716",,,,
        м. Старобільськ,"18,297","17,980","17,716",,,,
    Сільське населення,"28,754","28,272","27,979",,,,
  Троїцький район,"20,874","20,573","20,432",,,,
    Міське населення,"7,906","7,816","7,778",,,,
        смт Троїцьке,"7,906","7,816","7,778",,,,
    Сільське населення,"12,968","12,757","12,654",,,,
,,,,,,,
Львівська область,"2,540,702","2,538,436","2,537,799",,,,
 Міське населення,"1,546,138","1,545,862","1,547,007",,,,
 Сільське населення,"994,564","992,574","990,792",,,,
  Львів (міськрада),"759,064","758,375","759,094",,,,
    Міське населення,"759,064","758,375","759,094",,,,
        м. Львів,"730,272","729,038","729,429",,,,
        м. Винники,"16,278","16,517","16,739",,,,
        смт Брюховичі,"5,813","5,994","6,014",,,,
        смт Рудне,"6,701","6,826","6,912",,,,
  Борислав (міськрада),"37,148","37,096","36,896",,,,
    Міське населення,"37,148","37,096","36,896",,,,
        м. Борислав,"34,938","34,877","34,649",,,,
        смт Східниця,"2,210","2,219","2,247",,,,
  Дрогобич (міськрада),"98,073","97,854","97,730",,,,
    Міське населення,"98,073","97,854","97,730",,,,
        м. Дрогобич,"77,080","76,866","76,795",,,,
        м. Стебник,"20,993","20,988","20,935",,,,
  м. Моршин,"6,037","6,013","5,999",,,,
  м. Новий Розділ,"28,797","28,875","28,803",,,,
  м. Самбір,"34,899","34,879","35,063",,,,
  м. Стрий,"60,126","59,835","59,650",,,,
  м. Трускавець,"29,516","29,386","29,256",,,,
,,,,,,,
,,,,,,,
  Червоноград (міськрада),"82,419","82,325","82,067",,,,
    Міське населення,"82,419","82,325","82,067",,,,
        м. Червоноград,"68,000","67,993","67,863",,,,
        м. Соснівка,"11,517","11,437","11,317",,,,
        смт Гірник,"2,902","2,895","2,887",,,,
  Бродівський район,"60,072","59,717","59,460",,,,
    Міське населення,"25,887","25,890","25,865",,,,
        м. Броди,"23,784","23,803","23,796",,,,
        смт  Підкамінь,"2,103","2,087","2,069",,,,
    Сільське населення,"34,185","33,827","33,595",,,,
  Буський район,"46,292","46,304","46,345",,,,
    Міське населення,"16,220","16,307","16,419",,,,
        м. Буськ,"8,437","8,484","8,549",,,,
        смт Красне,"6,311","6,353","6,396",,,,
        смт Олесько,"1,472","1,470","1,474",,,,
    Сільське населення,"30,072","29,997","29,926",,,,
  Городоцький район,"69,304","69,181","69,066",,,,
    Міське населення,"24,372","24,458","24,521",,,,
        м. Городок,"15,959","16,046","16,121",,,,
        м. Комарно,"3,842","3,841","3,812",,,,
        смт Великий Любінь,"4,571","4,571","4,588",,,,
    Сільське населення,"44,932","44,723","44,545",,,,
  Дрогобицький район,"74,477","74,520","74,592",,,,
    Міське населення,"6,477","6,573","6,673",,,,
        смт Меденичі,"3,371","3,391","3,404",,,,
        смт Підбуж,"3,106","3,182","3,269",,,,
    Сільське населення,"68,000","67,947","67,919",,,,
  Жидачівський район,"70,451","69,785","69,108",,,,
    Міське населення,"29,629","29,556","29,404",,,,
        м. Жидачів,"11,180","11,149","11,100",,,,
        м. Ходорів,"9,829","9,813","9,746",,,,
        смт Гніздичів,"4,166","4,188","4,159",,,,
        смт Журавне,"3,598","3,555","3,552",,,,
        смт Нові Стрілища,856,851,847,,,,
    Сільське населення,"40,822","40,229","39,704",,,,
  Жовківський район,"109,497","109,637","110,040",,,,
    Міське населення,"38,252","38,245","38,484",,,,
        м. Жовква,"13,594","13,629","13,718",,,,
        м. Дубляни,"10,240","10,132","10,155",,,,
        м. Рава-Руська,"8,426","8,487","8,578",,,,
        смт Куликів,"3,995","3,997","4,022",,,,
        смт Магерів,"1,997","2,000","2,011",,,,
    Сільське населення,"71,245","71,392","71,556",,,,
,,,,,,,
  Золочівський район,"69,832","69,679","69,520",,,,
    Міське населення,"28,623","28,644","28,725",,,,
        м. Золочів,"24,074","24,119","24,218",,,,
        м. Глиняни,"3,183","3,165","3,152",,,,
        смт Поморяни,"1,366","1,360","1,355",,,,
    Сільське населення,"41,209","41,035","40,795",,,,
  Кам'янка-Бузький район,"57,374","57,315","57,286",,,,
    Міське населення,"23,119","23,103","23,118",,,,
        м. Кам'янка-Бузька,"10,900","10,837","10,818",,,,
        смт Добротвір,"6,480","6,486","6,471",,,,
        смт Запитів,"2,788","2,827","2,859",,,,
        смт Новий Яричів,"2,951","2,953","2,970",,,,
    Сільське населення,"34,255","34,212","34,168",,,,
  Миколаївський район,"63,143","63,121","63,210",,,,
    Міське населення,"17,503","17,522","17,561",,,,
        м. Миколаїв,"14,877","14,934","14,985",,,,
        смт Розділ,"2,626","2,588","2,576",,,,
    Сільське населення,"45,640","45,599","45,649",,,,
  Мостиський район,"57,337","57,327","57,317",,,,
    Міське населення,"15,654","15,762","15,855",,,,
        м. Мостиська,"9,193","9,258","9,316",,,,
        м. Судова Вишня,"6,461","6,504","6,539",,,,
    Сільське населення,"41,683","41,565","41,462",,,,
  Перемишлянський район,"39,839","39,469","39,165",,,,
    Міське населення,"10,703","10,701","10,705",,,,
        м. Перемишляни,"6,874","6,885","6,887",,,,
        м. Бібрка,"3,829","3,816","3,818",,,,
    Сільське населення,"29,136","28,768","28,460",,,,
  Пустомитівський район,"113,634","114,428","115,293",,,,
    Міське населення,"14,874","14,982","15,109",,,,
        м. Пустомити,"9,111","9,211","9,310",,,,
        смт Щирець,"5,763","5,771","5,799",,,,
    Сільське населення,"98,760","99,446","100,184",,,,
  Радехівський район,"48,461","48,247","48,015",,,,
    Міське населення,"12,959","13,002","13,080",,,,
        м. Радехів,"9,600","9,612","9,687",,,,
        смт Лопатин,"3,359","3,390","3,393",,,,
    Сільське населення,"35,502","35,245","34,935",,,,
  Самбірський район,"69,313","68,986","68,744",,,,
    Міське населення,"11,375","11,376","11,412",,,,
        м. Рудки,"5,434","5,447","5,451",,,,
        смт Дубляни,"1,836","1,806","1,798",,,,
        м. Новий Калинів,"4,105","4,123","4,163",,,,
    Сільське населення,"57,938","57,610","57,332",,,,
  Сколівський район,"47,512","47,636","47,804",,,,
    Міське населення,"13,109","13,162","13,221",,,,
        м. Сколе,"6,312","6,324","6,319",,,,
        смт Верхнє Синьовидне,"3,431","3,446","3,451",,,,
        смт Славське,"3,366","3,392","3,451",,,,
    Сільське населення,"34,403","34,474","34,583",,,,
  Сокальський район,"93,503","93,221","93,059",,,,
    Міське населення,"34,549","34,550","34,586",,,,
        м. Сокаль,"21,386","21,371","21,354",,,,
        м. Белз,"2,343","2,352","2,347",,,,
        м. Великі Мости,"6,121","6,132","6,166",,,,
        м. Угнів,"1,007","1,002",999,,,,
       смт Жвирка,"3,692","3,693","3,720",,,,
    Сільське населення,"58,954","58,671","58,473",,,,
  Старосамбірський район,"78,184","78,304","78,245",,,,
    Міське населення,"17,986","18,034","18,070",,,,
        м. Старий Самбір,"6,446","6,596","6,667",,,,
        м. Добромиль,"4,457","4,406","4,370",,,,
        м. Хирів,"4,088","4,056","4,090",,,,
        смт Нижанковичі,"1,841","1,832","1,820",,,,
        смт Стара Сіль,"1,154","1,144","1,123",,,,
    Сільське населення,"60,198","60,270","60,175",,,,
  Стрийський район,"62,054","62,076","61,974",,,,
    Міське населення,"2,374","2,383","2,376",,,,
        смт Дашава,"2,374","2,383","2,376",,,,
    Сільське населення,"59,680","59,693","59,598",,,,
  Турківський район,"50,236","50,186","50,132",,,,
    Міське населення,"8,616","8,656","8,632",,,,
        м. Турка,"7,173","7,207","7,193",,,,
        смт Бориня,"1,443","1,449","1,439",,,,
    Сільське населення,"41,620","41,530","41,500",,,,
  Яворівський район,"124,108","124,659","124,866",,,,
    Міське населення,"57,778","58,318","58,633",,,,
        м. Яворів,"12,905","13,009","12,963",,,,
        м. Новояворівськ,"29,580","29,950","30,271",,,,
        смт Івано-Франкове,"6,331","6,363","6,360",,,,
        смт Краковець,"1,121","1,133","1,138",,,,
        смт Немирів,"2,002","2,001","2,003",,,,
        смт Шкло,"5,839","5,862","5,898",,,,
    Сільське населення,"66,330","66,341","66,233",,,,
,,,,,,,
,,,,,,,
,,,,,,,
Миколаївська область,"1,173,481","1,168,372","1,164,342",,,,
 Міське населення,"796,125","793,762","792,895",,,,
 Сільське населення,"377,356","374,610","371,447",,,,
  м. Миколаїв,"496,188","494,922","494,763",,,,
  м. Вознесенськ ,"36,613","36,192","35,843",,,,
  м. Очаків,"14,632","14,566","14,491",,,,
  м. Первомайськ,"66,671","66,672","66,733",,,,
  м. Южноукраїнськ,"40,555","40,378","40,348",,,,
  Арбузинський район,"20,678","20,555","20,352",,,,
    Міське населення,"8,628","8,630","8,591",,,,
        смт Арбузинка,"6,390","6,418","6,404",,,,
        смт Костянтинівка,"2,238","2,212","2,187",,,,
    Сільське населення,"12,050","11,925","11,761",,,,
  Баштанський район,"38,369","38,134","37,932",,,,
    Міське населення,"12,680","12,658","12,631",,,,
        м. Баштанка,"12,680","12,658","12,631",,,,
    Сільське населення,"25,689","25,476","25,301",,,,
  Березанський район,"23,764","23,623","23,566",,,,
    Міське населення,"4,108","4,095","4,127",,,,
        смт Березанка,"4,108","4,095","4,127",,,,
    Сільське населення,"19,656","19,528","19,439",,,,
  Березнегуватський район,"20,850","20,773","20,602",,,,
    Міське населення,"7,720","7,778","7,788",,,,
        смт Березнегувате,"7,720","7,778","7,788",,,,
    Сільське населення,"13,130","12,995","12,814",,,,
  Братський район,"18,433","18,328","18,187",,,,
    Міське населення,"5,355","5,340","5,337",,,,
        смт Братське,"5,355","5,340","5,337",,,,
    Сільське населення,"13,078","12,988","12,850",,,,
  Веселинівський район,"23,715","23,538","23,380",,,,
    Міське населення,"8,168","8,119","8,095",,,,
        смт Веселинове,"6,104","6,069","6,045",,,,
        смт Кудрявцівка,"2,064","2,050","2,050",,,,
    Сільське населення,"15,547","15,419","15,285",,,,
  Вознесенський район,"31,295","31,031","30,799",,,,
    Міське населення,"5,410","5,368","5,340",,,,
        смт Олександрівка,"5,410","5,368","5,340",,,,
    Сільське населення,"25,885","25,663","25,459",,,,
  Врадіївський район,"18,016","17,849","17,728",,,,
    Міське населення,"8,450","8,410","8,396",,,,
        смт Врадіївка,"8,450","8,410","8,396",,,,
    Сільське населення,"9,566","9,439","9,332",,,,
,,,,,,,
,,,,,,,
  Доманівський район,"25,905","25,713","25,555",,,,
    Міське населення,"6,194","6,147","6,125",,,,
        смт Доманівка,"6,194","6,147","6,125",,,,
    Сільське населення,"19,711","19,566","19,430",,,,
  Єланецький район,"15,846","15,747","15,643",,,,
    Міське населення,"4,951","4,936","4,943",,,,
        смт Єланець,"4,951","4,936","4,943",,,,
    Сільське населення,"10,895","10,811","10,700",,,,
  Жовтневий район,"51,243","50,987","50,755",,,,
    Міське населення,"7,741","7,661","7,642",,,,
        смт Воскресенське,"4,840","4,792","4,796",,,,
        смт Первомайське,"2,901","2,869","2,846",,,,
    Сільське населення,"43,502","43,326","43,113",,,,
  Казанківський район,"20,263","20,042","19,886",,,,
    Міське населення,"7,252","7,221","7,219",,,,
        смт Казанка,"7,252","7,221","7,219",,,,
    Сільське населення,"13,011","12,821","12,667",,,,
  Кривоозерський район,"25,356","25,224","25,000",,,,
    Міське населення,"7,909","7,894","7,821",,,,
        смт Криве Озеро,"7,909","7,894","7,821",,,,
    Сільське населення,"17,447","17,330","17,179",,,,
  Миколаївський район,"31,033","30,992","30,736",,,,
    Міське населення,"3,731","3,736","3,732",,,,
        смт Ольшанське,"3,731","3,736","3,732",,,,
    Сільське населення,"27,302","27,256","27,004",,,,
  Новобузький район,"31,543","31,508","31,401",,,,
    Міське населення,"15,531","15,603","15,603",,,,
        м. Новий Буг,"15,531","15,603","15,603",,,,
    Сільське населення,"16,012","15,905","15,798",,,,
  Новоодеський район,"34,253","34,072","33,759",,,,
    Міське населення,"12,298","12,253","12,164",,,,
        м. Нова Одеса,"12,298","12,253","12,164",,,,
    Сільське населення,"21,955","21,819","21,595",,,,
  Очаківський район,"15,724","15,650","15,587",,,,
    Сільське населення,"15,724","15,650","15,587",,,,
  Первомайський район,"31,165","30,809","30,524",,,,
    Міське населення,"2,209","2,191","2,194",,,,
        смт Підгородна,"2,209","2,191","2,194",,,,
    Сільське населення,"28,956","28,618","28,330",,,,
,,,,,,,
,,,,,,,
  Снігурівський район,"41,371","41,067","40,772",,,,
    Міське населення,"13,131","12,992","12,969",,,,
        м. Снігурівка,"13,131","12,992","12,969",,,,
    Сільське населення,"28,240","28,075","27,803",,,,
,,,,,,,
Одеська область,"2,395,160","2,396,493","2,396,442",,,,
 Міське населення,"1,602,123","1,603,792","1,603,106",,,,
 Сільське населення,"793,037","792,701","793,336",,,,
  м. Одеса,"1,014,852","1,017,022","1,016,515",,,,
  Білгород-Дністровський (міськрада),"57,196","57,370","57,375",,,,
    Міське населення,"57,196","57,370","57,375",,,,
        м. Білгород-Дністровський,"50,246","50,105","50,086",,,,
        смт Затока,"1,627","1,921","1,921",,,,
        смт Сергіївка,"5,323","5,344","5,368",,,,
  м. Ізмаїл,"73,007","72,501","72,471",,,,
  Іллічівськ (міськрада),"72,112","72,350","72,450",,,,
    Міське населення,"66,926","67,140","67,218",,,,
        м. Іллічівськ,"59,718","59,840","59,851",,,,
        смт Олександрівка,"7,208","7,300","7,367",,,,
    Сільське населення,"5,186","5,210","5,232",,,,
  м. Котовськ,"40,692","40,717","40,640",,,,
  м. Теплодар,"10,204","10,227","10,251",,,,
  м. Южне,"31,533","31,796","32,003",,,,
  Ананьївський район,"27,694","27,408","27,217",,,,
    Міське населення,"8,614","8,563","8,495",,,,
        м. Ананьїв,"8,614","8,563","8,495",,,,
    Сільське населення,"19,080","18,845","18,722",,,,
  Арцизький район,"46,027","45,704","45,400",,,,
    Міське населення,"15,178","15,021","14,919",,,,
        м. Арциз,"15,178","15,021","14,919",,,,
    Сільське населення,"30,849","30,683","30,481",,,,
  Балтський район,"42,721","42,273","41,987",,,,
    Міське населення,"19,211","19,082","18,993",,,,
        м. Балта,"19,211","19,082","18,993",,,,
    Сільське населення,"23,510","23,191","22,994",,,,
  Березівський район,"34,056","33,967","33,910",,,,
    Міське населення,"12,421","12,454","12,506",,,,
        м. Березівка,"9,760","9,778","9,815",,,,
        смт Раухівка,"2,661","2,676","2,691",,,,
    Сільське населення,"21,635","21,513","21,404",,,,
  Білгород-Дністровський район,"60,603","60,607","60,718",,,,
    Сільське населення,"60,603","60,607","60,718",,,,
,,,,,,,
  Біляївський район,"92,947","93,335","93,749",,,,
    Міське населення,"14,362","14,337","14,289",,,,
        м. Біляївка,"12,052","11,993","11,891",,,,
        смт Хлібодарське,"2,310","2,344","2,398",,,,
    Сільське населення,"78,585","78,998","79,460",,,,
  Болградський район,"69,613","69,522","69,367",,,,
    Міське населення,"15,631","15,584","15,499",,,,
        м. Болград,"15,631","15,584","15,499",,,,
    Сільське населення,"53,982","53,938","53,868",,,,
  Великомихайлівський район,"31,078","31,081","31,083",,,,
    Міське населення,"8,505","8,509","8,492",,,,
        смт Велика Михайлівка,"5,687","5,673","5,638",,,,
        смт Цебрикове,"2,818","2,836","2,854",,,,
    Сільське населення,"22,573","22,572","22,591",,,,
  Іванівський район,"26,746","26,551","26,510",,,,
    Міське населення,"8,835","8,787","8,773",,,,
        смт Іванівка,"2,525","2,497","2,496",,,,
        смт Петрівка,"4,699","4,693","4,694",,,,
        смт Радісне,"1,611","1,597","1,583",,,,
    Сільське населення,"17,911","17,764","17,737",,,,
  Ізмаїльський район,"51,997","51,830","51,685",,,,
    Міське населення,"4,663","4,623","4,591",,,,
        смт Суворове,"4,663","4,623","4,591",,,,
    Сільське населення,"47,334","47,207","47,094",,,,
  Кілійський район,"53,255","52,961","52,730",,,,
    Міське населення,"29,086","28,871","28,676",,,,
        м. Кілія,"20,606","20,449","20,311",,,,
        м. Вилкове,"8,480","8,422","8,365",,,,
    Сільське населення,"24,169","24,090","24,054",,,,
  Кодимський район,"30,202","29,947","29,756",,,,
    Міське населення,"11,301","11,256","11,203",,,,
        м. Кодима,"8,865","8,860","8,818",,,,
        смт Слобідка,"2,436","2,396","2,385",,,,
    Сільське населення,"18,901","18,691","18,553",,,,
  Комінтернівський район,"69,780","70,530","70,804",,,,
    Міське населення,"13,913","13,970","14,023",,,,
        смт Комінтернівське,"6,887","6,903","6,894",,,,
        смт Нові Білярі,191,202,201,,,,
        смт Чорноморське,"6,835","6,865","6,928",,,,
    Сільське населення,"55,867","56,560","56,781",,,,
  Котовський район,"27,794","27,559","27,334",,,,
    Сільське населення,"27,794","27,559","27,334",,,,
,,,,,,,
,,,,,,,
  Красноокнянський район,"20,370","20,242","20,216",,,,
    Міське населення,"5,378","5,355","5,340",,,,
        смт Красні Окни,"5,378","5,355","5,340",,,,
    Сільське населення,"14,992","14,887","14,876",,,,
  Любашівський район,"31,001","30,823","30,771",,,,
    Міське населення,"11,054","11,027","10,991",,,,
        смт Любашівка,"9,462","9,459","9,435",,,,
        смт Зеленогірське,"1,592","1,568","1,556",,,,
    Сільське населення,"19,947","19,796","19,780",,,,
  Миколаївський район,"16,459","16,251","16,159",,,,
    Міське населення,"2,903","2,853","2,840",,,,
        смт Миколаївка,"2,903","2,853","2,840",,,,
    Сільське населення,"13,556","13,398","13,319",,,,
  Овідіопольський район,"73,818","75,414","77,278",,,,
    Міське населення,"31,229","31,585","32,107",,,,
        смт Овідіополь,"11,879","11,887","11,957",,,,
        смт Авангард,"3,263","3,502","3,782",,,,
        смт Великодолинське,"13,330","13,378","13,446",,,,
        смт Таїрове,"2,757","2,818","2,922",,,,
    Сільське населення,"42,589","43,829","45,171",,,,
  Ренійський район,"37,850","37,656","37,461",,,,
    Міське населення,"19,480","19,315","19,109",,,,
        м. Рені,"19,480","19,315","19,109",,,,
    Сільське населення,"18,370","18,341","18,352",,,,
  Роздільнянський район,"57,853","58,070","58,294",,,,
    Міське населення,"25,298","25,360","25,453",,,,
        м. Роздільна,"17,904","17,930","17,995",,,,
        смт Лиманське,"7,394","7,430","7,458",,,,
    Сільське населення,"32,555","32,710","32,841",,,,
  Савранський район,"19,511","19,322","19,143",,,,
    Міське населення,"6,550","6,486","6,428",,,,
        смт Саврань,"6,550","6,486","6,428",,,,
    Сільське населення,"12,961","12,836","12,715",,,,
  Саратський район,"45,519","45,305","45,145",,,,
    Міське населення,"4,389","4,351","4,326",,,,
        смт Сарата,"4,389","4,351","4,326",,,,
    Сільське населення,"41,130","40,954","40,819",,,,
  Тарутинський район,"42,020","41,760","41,670",,,,
    Міське населення,"13,059","13,003","12,954",,,,
       смт Тарутине,"6,114","6,083","6,037",,,,
       смт Березине,"3,516","3,510","3,508",,,,
       смт Бородіно,"1,639","1,633","1,618",,,,
       смт Серпневе,"1,790","1,777","1,791",,,,
    Сільське населення,"28,961","28,757","28,716",,,,
  Татарбунарський район,"39,087","38,965","38,901",,,,
    Міське населення,"10,992","10,974","10,991",,,,
       м. Татарбунари,"10,992","10,974","10,991",,,,
    Сільське населення,"28,095","27,991","27,910",,,,
  Фрунзівський район,"20,116","20,158","20,242",,,,
    Міське населення,"8,771","8,846","8,869",,,,
        смт Фрунзівка,"5,229","5,278","5,298",,,,
        смт Затишшя,"3,542","3,568","3,571",,,,
